-2.944177389144897461e-01,1.121899187564849854e-01,4.491750299930572510e-01,-8.206424117088317871e-02,2.682220637798309326e-01,-1.639388501644134521e-01,-1.899831444025039673e-01,7.077410072088241577e-02,-1.774630248546600342e-01,-7.886252552270889282e-02,3.311078250408172607e-01,-4.470683932304382324e-01,1.341181397438049316e-01,-2.721401154994964600e-01,-1.455380916595458984e-01,-3.691318035125732422e-01
-2.857831418514251709e-01,-4.623024463653564453e-01,-4.602505639195442200e-02,-8.043912053108215332e-02,-7.032528519630432129e-01,-1.645157635211944580e-01,-1.960284709930419922e-01,5.978948995471000671e-02,-2.490904629230499268e-01,-4.693854153156280518e-01,5.409944057464599609e-01,-4.551897644996643066e-01,1.254464089870452881e-01,-3.168669939041137695e-01,-2.009416967630386353e-01,-2.513470947742462158e-01
1.102104336023330688e-01,3.064269386231899261e-02,-3.435893058776855469e-01,2.479738593101501465e-01,-1.941205561161041260e-01,-2.214025110006332397e-01,1.557661741971969604e-01,5.670238658785820007e-02,1.125957816839218140e-01,4.548681378364562988e-01,-5.701810717582702637e-01,1.140270680189132690e-01,5.071855187416076660e-01,5.339750051498413086e-01,-2.757351100444793701e-01,2.335645407438278198e-01
5.945888161659240723e-01,1.269840598106384277e-01,-5.636360049247741699e-01,6.472190618515014648e-01,-3.257713019847869873e-01,4.463404119014739990e-01,5.496745705604553223e-01,3.851736187934875488e-01,3.733294308185577393e-01,5.120363235473632812e-01,-7.800926566123962402e-01,8.857609331607818604e-02,4.928784668445587158e-01,3.749867975711822510e-01,2.320178002119064331e-01,2.677568793296813965e-01
-4.254809916019439697e-01,-1.781668365001678467e-01,1.190810278058052063e-01,-5.107627511024475098e-01,-1.007482875138521194e-02,-3.002958595752716064e-01,-4.093458056449890137e-01,-9.259694255888462067e-03,-1.468231230974197388e-01,-2.183067351579666138e-01,4.734652340412139893e-01,1.946956217288970947e-01,-3.465593457221984863e-01,-1.259704530239105225e-01,-1.755123436450958252e-01,-1.441987752914428711e-01
-4.237338900566101074e-01,-1.696112453937530518e-01,3.197669386863708496e-01,-5.009824037551879883e-01,1.057068035006523132e-01,-3.203886449337005615e-01,-4.018338322639465332e-01,-7.973892614245414734e-03,-1.319543868303298950e-01,2.205044627189636230e-01,4.786097258329391479e-02,1.915793120861053467e-01,-3.439003229141235352e-01,-1.286897808313369751e-01,-1.772438287734985352e-01,-1.471192091703414917e-01
7.219707965850830078e-02,3.150227069854736328e-01,-3.806147724390029907e-02,-1.062423139810562134e-01,3.125908225774765015e-02,3.544078171253204346e-01,-8.079620078206062317e-03,3.389472365379333496e-01,1.290966719388961792e-01,7.741695046424865723e-01,-7.477213740348815918e-01,1.720601469278335571e-01,-3.519163429737091064e-01,-3.158811926841735840e-01,3.085753917694091797e-01,3.521851077675819397e-02
4.596863687038421631e-01,9.095222502946853638e-02,-3.624636828899383545e-01,2.423339486122131348e-01,-3.400267064571380615e-01,2.922272980213165283e-01,3.436019122600555420e-01,3.165269792079925537e-01,4.605545699596405029e-01,8.573644161224365234e-01,-9.637002348899841309e-01,7.316887378692626953e-01,1.951144449412822723e-02,5.971071124076843262e-01,1.991493552923202515e-01,4.154606759548187256e-01
2.214280664920806885e-01,-3.030275180935859680e-02,-1.623319983482360840e-01,2.647027000784873962e-02,1.157212257385253906e-01,-1.756089506670832634e-03,-7.817871868610382080e-02,1.769391000270843506e-01,7.381589710712432861e-02,1.996676623821258545e-01,-2.201506644487380981e-01,-1.630477160215377808e-01,1.879997700452804565e-01,2.363982051610946655e-01,2.588495314121246338e-01,2.161339223384857178e-01
1.477012485265731812e-01,3.095949441194534302e-02,2.884591557085514069e-02,5.715426430106163025e-02,2.159355729818344116e-01,-6.582574546337127686e-02,-1.421298235654830933e-01,-6.571584939956665039e-02,1.031042486429214478e-01,2.071111202239990234e-01,-2.403521537780761719e-02,-1.889442205429077148e-01,-9.718634933233261108e-02,1.232433691620826721e-01,2.287075668573379517e-01,5.178118497133255005e-02
