1.650344491004943848e+00,-1.240855813026428223e+00,-1.039003729820251465e+00,1.752769708633422852e+00,-8.867136240005493164e-01,1.312980771064758301e+00,-1.128953218460083008e+00,-8.487089276313781738e-01
7.601864337921142578e-01,4.063903689384460449e-01,-9.065368175506591797e-01,2.294462472200393677e-01,1.241398453712463379e-01,4.476755484938621521e-02,3.087905049324035645e-01,-8.360293507575988770e-02
-4.050663858652114868e-02,8.162063360214233398e-02,5.328261256217956543e-01,-5.840875674039125443e-03,9.253202080726623535e-01,1.406407207250595093e-01,6.166480481624603271e-03,6.193012595176696777e-01
2.340787887573242188e+00,-5.129747986793518066e-01,-1.649953722953796387e+00,8.953395485877990723e-01,-4.198048412799835205e-01,9.652758240699768066e-01,-2.812289595603942871e-01,-1.281116157770156860e-01
3.203707933425903320e-01,4.227978289127349854e-01,2.976981457322835922e-03,5.330126732587814331e-02,-3.407701477408409119e-02,2.747166454792022705e-01,5.805183649063110352e-01,8.870513439178466797e-01
1.724255442619323730e+00,-9.896274209022521973e-01,-9.367105364799499512e-01,1.540393829345703125e+00,-8.952366709709167480e-01,1.211464524269104004e+00,-1.015915393829345703e+00,-7.848815917968750000e-01
1.537269592285156250e+00,-1.136519551277160645e+00,-5.765728950500488281e-01,2.026897430419921875e+00,-9.202994108200073242e-01,1.811715006828308105e+00,-1.209388256072998047e+00,-1.013324260711669922e+00
2.024850606918334961e+00,-8.861329555511474609e-01,-9.358944296836853027e-01,1.378818035125732422e+00,-7.097640633583068848e-01,1.047936320304870605e+00,-7.665461897850036621e-01,-4.545538127422332764e-01
1.264663338661193848e+00,-8.807792067527770996e-01,-8.167631030082702637e-01,8.143572211265563965e-01,-4.061721563339233398e-01,1.545879244804382324e+00,-9.342828392982482910e-01,-6.250067353248596191e-01
6.603910326957702637e-01,4.593687504529953003e-02,-8.405240178108215332e-01,-2.996049262583255768e-02,2.297303453087806702e-02,1.314017772674560547e-01,7.493910193443298340e-02,7.823333144187927246e-02
-8.745656907558441162e-02,-2.183604389429092407e-01,-1.138407945632934570e+00,-7.843457162380218506e-02,8.302248716354370117e-01,-4.108905792236328125e-02,-2.033478617668151855e-01,-4.031215310096740723e-01
2.021267175674438477e+00,-1.095437645912170410e+00,-1.000894308090209961e+00,1.160734534263610840e+00,-8.802505135536193848e-01,1.701267600059509277e+00,-1.030396580696105957e+00,-5.611177086830139160e-01
1.424424886703491211e+00,-1.317033052444458008e+00,-7.695712447166442871e-01,1.813309788703918457e+00,-8.429912328720092773e-01,2.063895702362060547e+00,-1.065444231033325195e+00,-9.165670871734619141e-01
1.243930101394653320e+00,-3.482149243354797363e-01,-1.429446697235107422e+00,3.644065856933593750e-01,-2.924430370330810547e-01,9.916809797286987305e-01,-2.949902415275573730e-01,-4.486941397190093994e-01
1.766816377639770508e+00,-6.234419345855712891e-01,-9.892919063568115234e-01,8.492722511291503906e-01,-5.159575343132019043e-01,1.386139869689941406e+00,-8.439080119132995605e-01,-4.801042675971984863e-01
1.016048669815063477e+00,-1.797598004341125488e-01,-1.451564908027648926e+00,3.083191215991973877e-01,-2.677210271358489990e-01,7.966011166572570801e-01,-2.298785895109176636e-01,-1.899134516716003418e-01
